student_id,age,gender,cgpa,branch,college_tier,internships_count,projects_count,certifications_count,coding_skill_score,aptitude_score,communication_skill_score,logical_reasoning_score,hackathons_participated,github_repos,linkedin_connections,mock_interview_score,attendance_percentage,backlogs,extracurricular_score,leadership_score,volunteer_experience,sleep_hours,study_hours_per_day,placement_status,salary_package_lpa
228,20,Male,7.75,CSE,Tier 2,0,3,0,77.55393633728694,73.5835683959813,73.36561211447201,33.23650786706368,2,3,717,68.74919468346408,93.37932403552612,1,55.09794743340784,53.45677318812952,Yes,7.6,2.6,Not Placed,0.0
229,24,Male,7.41,Mechanical,Tier 3,1,6,0,69.76462517949669,48.25213996682193,66.30112444070014,68.75950662582444,0,4,310,49.685892388469085,80.18265898153689,1,61.01167190791252,62.68129413764603,No,6.2,0.8,Not Placed,0.0
230,23,Female,7.85,CSE,Tier 2,0,2,4,58.94599179854064,67.06863891071305,51.25110075107037,84.15359525883268,2,5,702,68.29244872332418,84.74688815048785,0,52.75854636526714,44.00600559433053,Yes,6.5,2.5,Placed,12.37
231,20,Female,8.19,Civil,Tier 2,1,2,2,73.1870719211387,74.46752440391975,87.6123879080364,61.392532844036815,1,2,528,75.75506108323529,77.55718875599234,1,84.83997721514092,87.60076297243535,No,7.6,2.5,Placed,14.29
232,18,Male,7.28,EEE,Tier 1,0,4,4,50.46221260760322,52.899538372236805,73.18957431932165,28.502932010192204,2,10,623,75.54783513069036,77.29801835861389,1,47.454486035736124,43.94136261512713,Yes,6.1,3.0,Not Placed,0.0
233,23,Female,7.42,EEE,Tier 1,3,5,2,74.11287558705322,51.22471041897195,46.28715013526468,59.73204659517685,0,3,869,60.34429308161086,76.56165006846162,0,71.7688014934803,87.98730287232677,No,7.1,0.9,Placed,11.73
234,22,Female,6.44,Civil,Tier 1,1,6,2,79.20782325588311,56.52540052200739,69.66389961815081,62.63623408977298,1,1,136,47.72220144310789,76.72862383273012,1,95.16314474071478,69.97249210737459,Yes,5.2,2.7,Placed,10.33
235,18,Male,7.93,CSE,Tier 1,2,2,1,74.1180526918074,90.5928562976691,50.6699199529739,74.28029273322271,2,6,691,75.295799658876,62.30660354083559,1,75.76239928763886,46.03656583087504,Yes,8.9,2.6,Placed,14.47
236,20,Female,7.55,CSE,Tier 2,0,2,1,78.45864312124041,66.96298603895644,65.17022663852835,64.52752415902737,0,1,612,66.930578153348,82.10514587031037,2,64.06614136058019,57.81191026635762,No,6.9,4.8,Not Placed,0.0
237,19,Male,7.51,IT,Tier 2,1,2,3,67.45422185025048,60.99046044011888,68.97977246509755,79.81375638612657,1,5,505,62.17774971291541,89.08097033559037,0,54.27386933440224,59.94612373427481,Yes,8.2,5.7,Not Placed,0.0
238,21,Female,7.75,ECE,Tier 2,0,7,3,67.39436742380026,75.55857159764737,72.75008417895799,69.84186223501146,2,4,739,83.60279475238248,91.05315392100628,1,28.539376778486456,58.12365569227666,No,5.9,3.5,Not Placed,0.0
239,24,Female,7.07,ECE,Tier 2,3,2,3,54.9608205752595,41.59169477881389,67.72471967684068,75.18663184022242,0,2,852,63.58471830122188,100.0,0,39.46003835080913,42.491368808003855,No,7.0,0.5,Placed,11.79
240,20,Male,6.95,ECE,Tier 2,2,4,3,68.25070389267844,64.63881225798868,66.58914897526095,89.9599566464557,1,3,541,82.07898988653602,79.58995306255427,1,46.79194463106612,32.59508408647838,No,5.0,2.4,Not Placed,0.0
241,23,Male,7.55,Civil,Tier 3,0,5,0,62.11893013391855,55.880898534408615,77.96659034991126,83.56103829158987,1,4,291,65.57608472347948,85.98021538962203,0,58.00937495467963,55.49626477975946,No,6.2,3.8,Placed,13.29
242,18,Female,8.72,CSE,Tier 3,2,5,1,87.7335520364451,68.07867010008408,74.72722422655839,65.47245821996137,2,7,343,81.9444383818012,79.79714473063194,1,68.9095157040725,11.181627192520397,No,6.9,5.6,Placed,13.88
243,21,Male,8.28,CSE,Tier 2,0,1,1,70.77264840452065,63.49793970096963,60.93674299426502,57.85542583541982,0,0,403,74.00495273762746,85.81642999079543,0,50.76373788796358,71.33563936946013,Yes,7.4,2.5,Placed,13.49
244,18,Male,6.64,CSE,Tier 3,0,2,0,33.668181102083224,56.80663297528388,56.14563690867791,57.17828680513962,0,6,933,73.73201926862862,81.73407387501733,0,53.91749093739695,49.04361826212389,Yes,4.1,0.5,Placed,9.7
245,23,Male,8.66,IT,Tier 3,1,2,2,80.87660402866005,38.21836904848514,71.31943793372794,56.89490343139417,2,4,649,73.67347598267084,88.09617012815754,1,59.01813782105485,71.74076166404754,No,4.8,4.7,Not Placed,0.0
246,18,Male,8.07,IT,Tier 2,2,4,1,51.76934430984413,57.30619454563134,71.4039797163233,78.48825259010476,2,9,699,64.99854316622522,97.23367593828809,0,88.44744973694641,34.510513876786334,Yes,6.9,4.3,Placed,12.3
247,19,Male,7.76,Civil,Tier 3,0,2,2,66.24766838835409,73.16221763081492,66.22554902577113,74.93448588319863,2,4,236,79.66441105089758,82.39688113025882,1,63.095411926070405,76.39030134570505,No,7.5,4.0,Not Placed,0.0
248,21,Male,7.07,CSE,Tier 3,1,6,2,67.62771628183559,74.61648652395712,64.37102672219231,56.7239859104786,0,5,111,72.85178412696948,74.5456215646533,2,1.6847855142910078,65.35692764463967,No,5.8,2.8,Placed,13.44
249,21,Male,9.21,CSE,Tier 2,1,5,3,59.048266932493945,64.27409013858117,90.3121495295416,67.79835448891984,1,3,213,82.56189331862399,92.41671472211414,2,71.74855472971863,39.47829692707195,No,6.9,4.3,Not Placed,0.0
250,23,Male,7.55,EEE,Tier 2,3,5,2,79.01460497114022,66.28285848490836,84.29898088876804,52.08118080891406,1,4,262,82.00299279946901,95.43661357811187,0,76.21009943636028,53.23891838403495,No,7.1,4.5,Placed,14.14
251,24,Female,7.33,CSE,Tier 1,2,4,3,100.0,49.612882196154274,81.48505960410753,75.29839599350387,1,7,235,66.69491137761669,95.45548351325728,1,60.54501661010947,57.6912627079007,No,3.4,6.9,Not Placed,0.0
252,19,Male,6.68,Mechanical,Tier 2,0,2,2,56.86343529682508,74.34109600305256,56.72268099444372,43.88734219292897,2,3,103,53.9446468935474,94.38901232118047,1,80.7891962838711,72.52135126051115,No,9.2,3.1,Not Placed,0.0
253,20,Male,6.95,CSE,Tier 3,2,0,2,71.05728007998684,57.44388454750761,88.33166271996893,70.64497322303878,0,4,841,64.85071841819996,100.0,0,62.15643687235472,56.75505654444756,Yes,7.0,3.5,Placed,12.18
254,18,Male,7.94,CSE,Tier 3,1,0,3,68.91439720676412,46.155084213995465,52.07166610623418,78.16541909502405,2,5,820,53.35031611980394,95.84952967012984,0,50.72088170412909,79.9823374844297,Yes,5.4,3.2,Placed,12.2
255,22,Male,6.22,IT,Tier 2,2,3,3,67.10465060071084,79.93334698426698,73.31702217191662,79.55271344601671,1,7,779,63.68024227298108,88.27457816296949,0,60.05360014184965,77.87514405205167,No,5.6,2.7,Placed,11.42
256,18,Female,9.78,CSE,Tier 2,1,1,5,53.35335455666222,66.03563574546153,73.93244423652139,70.17369708210056,3,4,415,80.74011785420115,76.83981680742964,0,86.63197280810417,70.84051331303493,No,5.1,4.0,Placed,14.71
257,18,Male,8.08,ECE,Tier 2,1,4,2,68.87709612801682,50.01297850533434,88.67141506336165,62.38364904886019,1,5,54,71.16976802272613,83.07726414296373,0,29.90430396090804,46.595070175344375,No,4.5,3.4,Not Placed,0.0
258,20,Male,7.35,IT,Tier 1,2,2,2,68.46403017302195,54.368705411199,59.66461851769163,39.617909789768696,0,6,281,77.73789245416361,82.2588318277006,0,43.54001468665104,47.26055881620078,Yes,6.9,3.6,Not Placed,0.0
259,18,Female,6.36,CSE,Tier 2,1,4,3,65.40337495897569,86.7710702072825,85.05479804937741,45.62272579694438,1,3,320,54.67261555222794,100.0,0,50.96798666501272,64.42507077962159,No,9.2,3.5,Placed,13.13
260,19,Female,7.29,CSE,Tier 2,1,1,1,40.52610174737372,66.23727150401949,73.49848155833,82.09492874745752,2,3,776,47.7328005650562,95.20577583392772,2,71.91301447060329,74.41937989774813,No,7.9,3.8,Placed,12.14
261,19,Male,6.56,ECE,Tier 1,3,1,1,91.35030728706413,65.92757774496532,53.37555174658531,64.0251565153004,0,2,381,74.57746808210405,89.50140851369078,0,56.4570348692687,46.04386277575062,Yes,6.5,0.5,Not Placed,0.0
262,21,Male,8.48,ECE,Tier 2,0,5,3,97.5992329529386,55.98288171832888,80.7101049819658,44.24925111440153,1,7,719,58.327713963658056,92.14523772907202,0,73.17273188432884,84.35804369301329,Yes,7.4,2.3,Not Placed,0.0
263,23,Male,6.14,Mechanical,Tier 2,3,3,6,39.10358212556656,58.141779577608325,61.62202551702448,100.0,0,6,472,80.92124968456463,87.79306887222181,1,53.16635313368178,32.78508535464635,Yes,8.0,2.8,Placed,13.2
264,24,Male,7.39,Civil,Tier 2,1,3,0,60.19294958310328,58.11846152614235,52.61472593902914,44.09737877702503,1,3,813,60.276225861012975,82.16452913774032,1,100.0,39.00076174572206,Yes,8.0,3.1,Not Placed,0.0
265,22,Female,8.9,IT,Tier 2,2,3,3,57.263127894739775,66.54199778411322,63.53030592636554,72.27960524589851,1,4,475,79.81714632561838,69.60823084613433,0,58.840192407052925,70.67124110099714,No,5.0,3.6,Not Placed,0.0
266,18,Female,8.14,Mechanical,Tier 2,4,3,0,54.53366474975775,68.43719151431763,65.92431928202257,63.699112879249526,1,3,391,70.10852050244098,81.95801259780845,0,49.189067419926765,50.95536462632873,Yes,7.8,1.0,Not Placed,0.0
267,18,Female,7.72,CSE,Tier 2,3,3,2,65.85110431803373,44.389796838841406,42.15035603081598,34.45376297548788,1,6,192,66.8012893063796,87.77825050240564,0,57.0616098311838,46.09358854222013,Yes,6.6,2.1,Placed,14.91
268,20,Female,7.39,CSE,Tier 3,1,5,0,63.378240825005896,55.12084808399487,72.62617127415467,69.24209753102758,0,3,984,59.95227023919468,100.0,0,83.31538113930179,43.30049142292594,No,7.7,4.8,Placed,11.72
269,23,Female,6.95,EEE,Tier 2,2,4,2,99.60633254869585,45.429284854692256,94.41807572474404,51.62635716393745,2,5,83,90.20323201152344,98.23495700667148,2,74.19746754011557,47.45817564295072,Yes,5.5,2.1,Placed,16.17
270,19,Female,6.82,CSE,Tier 3,1,6,1,62.78658019537032,60.271034181945424,66.73726990252234,56.37866186567986,2,10,154,78.49078296526835,65.77564285360488,0,44.02667381167917,49.76267815347608,No,7.3,3.8,Placed,12.31
271,22,Female,7.27,EEE,Tier 2,5,5,1,90.03939317044583,72.64653596004479,58.58717173445595,58.549473298408216,1,3,448,74.96056960382018,75.1953592776033,1,71.49578047280086,43.36879824435087,No,6.9,1.8,Placed,15.41
272,21,Female,7.61,CSE,Tier 3,2,3,1,89.70359223519918,88.4389418031433,70.33004756957058,46.36601188516924,1,3,342,80.4619190203124,78.42841130903751,0,77.6025965377391,47.528689234297566,Yes,6.6,5.1,Not Placed,0.0
273,19,Female,8.34,CSE,Tier 2,2,4,1,100.0,70.61044549126746,66.39527926623182,67.23795381680966,2,9,213,55.61071849236176,63.35151217847493,0,76.23472139723471,51.74307794147165,Yes,8.5,2.8,Not Placed,0.0
274,23,Male,7.91,CSE,Tier 2,2,2,2,86.09109443051541,55.8720217016685,74.22228554716185,76.5928285457334,0,4,303,67.92547352793085,85.66634189429524,0,52.18430958843883,78.03056138470149,No,6.7,2.2,Not Placed,0.0
275,24,Female,7.44,Mechanical,Tier 2,2,4,1,47.20589034608393,48.11835042258918,54.99347595599994,43.58396051213991,2,4,213,78.37741769151572,96.26735689101923,1,49.62537539148944,57.67600613713029,Yes,5.3,5.4,Placed,11.38
276,21,Male,8.86,CSE,Tier 3,2,4,4,80.45855231564185,59.43159482631692,63.41042464514349,66.12790311083124,0,5,400,86.7299495944641,84.08474654127022,2,49.2804384910438,23.251382554762277,Yes,8.5,4.1,Placed,15.12
277,24,Female,6.32,CSE,Tier 2,1,2,3,100.0,52.83444405119712,73.68950666122299,64.781004004118,0,2,183,72.5905298162695,64.44206417881398,2,26.84511390349546,40.97233775516509,No,6.1,2.6,Not Placed,0.0
278,20,Female,6.99,CSE,Tier 3,1,2,0,66.7942158987317,83.73586316665106,74.42688258311298,55.62919990486866,0,2,252,79.0152113171819,63.11028071585369,1,48.28072111831602,63.37712757271417,No,8.1,4.3,Placed,11.56
279,20,Male,6.91,Civil,Tier 1,2,3,5,81.30811547968821,69.14635338167363,79.43615258583085,78.14337920672597,1,1,711,73.90180271705496,77.61533454601046,1,27.922289996802757,71.48558719255115,Yes,7.7,3.5,Placed,13.85
280,18,Male,6.65,IT,Tier 3,1,3,1,67.0161935722776,56.70269422177268,60.204364047849424,57.38204810371586,1,3,358,76.5082959622399,87.48556335763963,1,74.12048383705543,33.96329283606009,Yes,6.4,3.5,Not Placed,0.0
281,24,Male,7.75,ECE,Tier 3,1,3,2,57.81400720852501,65.99669498583933,88.53917426167439,43.1628390813294,1,8,656,72.23676486290312,90.07457636460778,1,61.731027234894455,34.82035504121134,No,8.1,0.7,Not Placed,0.0
282,23,Male,6.33,Mechanical,Tier 1,1,4,1,60.569615428830666,57.77203245934604,58.2941034328624,68.32723059000392,0,1,388,71.71717656982443,86.84071343089636,0,57.25621725401913,40.53274266446939,Yes,7.7,0.6,Placed,11.93
283,22,Male,8.56,CSE,Tier 2,1,3,1,84.70670002032021,51.08298344860843,68.90283130363999,25.860314262526387,0,4,165,55.312560922917,76.03037172776945,0,82.79875181675547,17.82114313162912,Yes,10.0,2.3,Not Placed,0.0
284,21,Female,7.71,CSE,Tier 1,2,4,1,54.30764126532395,63.27202926228125,79.28938980084622,49.72758691512129,1,4,658,66.18370950136395,78.86561933763872,1,63.30426381866525,47.958787836307984,No,5.1,1.5,Placed,14.46
285,19,Male,6.73,CSE,Tier 3,0,1,0,100.0,73.39450704922075,29.12601041946729,53.98400510364284,1,3,452,74.24155092026955,69.00468455541352,0,46.33084542936391,47.91550527619062,No,7.3,2.3,Not Placed,0.0
286,23,Male,6.86,CSE,Tier 2,1,5,0,61.34913670184119,62.2220391276053,63.40775006698704,67.2825904064904,4,2,835,57.08078510658573,90.16723428926905,0,21.72340790135289,45.37270714321865,No,6.2,2.8,Not Placed,0.0
287,23,Male,8.53,Civil,Tier 2,1,3,2,67.21073061972312,52.330939441046006,67.15587737280599,57.03302485339931,3,2,97,50.38871632853534,73.94284035277188,0,54.443071729735,30.21188606625627,No,6.3,5.1,Not Placed,0.0
288,20,Male,7.15,EEE,Tier 1,1,1,1,100.0,63.462770715975125,50.872003902024254,95.3714227300392,2,8,532,51.7808814411873,80.42811964475827,0,72.51592650972655,51.65393307449944,No,7.0,1.2,Not Placed,0.0
289,24,Male,7.42,Mechanical,Tier 2,2,2,2,56.9481348474644,51.23457584193687,37.171012208048346,57.32940303235749,1,4,922,63.99427504812511,70.8656585238038,0,77.16276668701842,69.93006983089163,Yes,8.6,3.2,Not Placed,0.0
290,18,Male,7.9,Civil,Tier 1,1,2,3,88.31627869936887,64.50665159655041,77.15007840064727,47.98432273272283,2,1,810,54.21893793420213,82.47143577180513,2,8.516993414394314,63.12081026819441,No,8.3,4.4,Placed,12.27
291,18,Female,5.57,EEE,Tier 2,2,2,2,67.61855741504286,86.88750607598891,93.03864616610008,48.41764556802031,4,3,215,60.23517499147073,79.72810219699022,0,37.42524065966754,78.57685435359797,No,7.1,2.5,Not Placed,0.0
292,21,Male,7.19,IT,Tier 3,1,2,2,71.6112800771854,63.7457554436073,69.04037602003419,59.89473543662402,0,4,909,62.927882876415765,92.5588303434228,0,61.22340753300679,61.91021817666415,Yes,5.5,3.5,Placed,12.99
293,20,Female,8.54,CSE,Tier 2,3,1,2,49.7897392569872,82.48366734692833,76.91253010983029,72.10982260741929,0,6,406,64.7940240993719,92.3708907050701,1,58.39121955281692,83.91547842332,No,9.0,4.1,Placed,14.18
294,23,Female,6.64,CSE,Tier 2,0,5,2,66.42688732862976,52.31406431238342,65.60492855789705,88.84405288694379,1,3,465,67.89691014195839,90.92262966093226,0,34.67822397122848,42.1004896089013,Yes,6.4,3.8,Not Placed,0.0
295,22,Male,7.37,CSE,Tier 3,2,8,4,59.99344822746872,89.44490197246662,83.45413699097338,66.35796343516323,0,2,586,65.91838744023022,100.0,0,67.69869146426548,22.66313120879979,No,8.6,3.3,Placed,12.64
296,20,Male,7.75,Civil,Tier 3,1,3,2,83.49349210076377,89.88930193927973,83.87603876052685,97.4778136989842,1,2,920,56.36729214921807,61.45408193015148,0,26.75747334334843,41.517588371027344,Yes,5.7,4.8,Not Placed,0.0
297,21,Male,8.36,IT,Tier 2,2,2,4,50.846469946122575,54.193023387537,69.41211696152764,53.57245628564559,1,4,369,56.91672167137193,95.00617155445178,1,68.32614867372155,96.95651941075312,No,6.4,3.1,Not Placed,0.0
298,21,Female,6.6,Civil,Tier 1,1,4,2,75.46944731626186,75.82616592090152,56.63693938710355,33.136431478236155,1,5,904,66.98012611625396,84.1757729712038,0,57.907763821724416,63.32856411462704,Yes,7.4,3.7,Not Placed,0.0
299,20,Female,8.98,IT,Tier 3,0,1,2,91.4064479524894,67.06211296531684,46.53381393782581,92.91969953153668,4,2,131,67.60584222096361,51.90371335695152,0,76.62619852933366,80.91555972544612,No,5.3,0.5,Placed,13.16
300,21,Male,7.29,IT,Tier 3,1,0,3,68.82377146081106,41.71298715330872,59.715957280616834,40.27281168454421,1,8,819,70.04501087187396,86.65449293559585,1,50.99620746519905,66.10355991343636,No,7.4,3.6,Not Placed,0.0
301,20,Male,7.13,CSE,Tier 3,5,3,2,77.10428224320503,49.67110928148276,64.54618554242577,72.46984693413759,2,2,76,76.70038018848174,79.91628258815318,1,72.48090217849918,66.39073017732447,No,5.2,3.2,Placed,14.7
302,19,Male,7.3,CSE,Tier 3,1,0,1,71.2625062940663,54.15793403574604,48.51517675508431,32.316588994637904,1,5,285,100.0,88.76770795656493,1,29.841605443939564,47.11792693261372,No,6.8,4.4,Not Placed,0.0
303,20,Male,6.77,CSE,Tier 3,2,3,4,54.84722191874573,65.03487075874544,68.12461997776327,63.395848051634246,0,5,377,100.0,76.49114696035976,1,80.33207467631249,55.02733911942004,Yes,5.6,4.2,Placed,12.51
304,24,Female,6.82,Civil,Tier 2,2,1,1,66.58041679184709,60.28956426281916,44.60734957253413,68.70551091357791,0,6,843,69.17922094324115,72.27150522585264,1,77.85896153884141,35.35109290797229,No,5.2,4.0,Placed,12.89
305,20,Female,8.33,CSE,Tier 2,3,2,2,91.90068798327572,67.01644176651963,71.65583122263492,58.51605732521539,2,2,417,63.19373040053869,91.12514169673332,0,90.80152864370352,54.62983116790341,Yes,7.0,3.9,Placed,13.97
306,21,Female,7.31,Civil,Tier 3,3,2,0,60.70097876502439,35.41121559313031,72.71339260743328,78.55687142674095,0,2,354,69.48282498266965,100.0,0,34.462940892818125,90.21691126267024,No,6.4,3.1,Placed,14.17
307,24,Male,6.75,Civil,Tier 3,0,3,4,68.09178613577104,78.8891611703459,34.54381643574266,59.38855705986911,0,7,222,72.02942843745706,89.93323742263006,0,71.62670559263718,70.78295022729274,Yes,7.4,3.8,Placed,10.84
308,21,Female,7.32,ECE,Tier 3,1,5,3,54.50472710083412,63.00600121306868,65.33937110939075,71.29005656261681,1,3,189,75.46384511014018,80.7239402233236,0,37.45005322803343,56.58179449888695,No,8.6,2.8,Placed,11.02
309,18,Male,7.55,ECE,Tier 3,1,5,1,75.97049539157727,78.55112662566802,87.67990672726644,58.03990768041557,0,5,128,71.17763704779594,88.20794257317584,2,74.54730439287832,26.650282972754518,Yes,6.5,1.4,Placed,15.76
310,18,Male,6.91,CSE,Tier 1,3,2,2,67.09683356599929,72.66528660374304,58.69520094814369,67.33854252618225,0,3,778,65.44178694129047,81.28897683096193,0,96.13412496435107,74.40078060625466,No,5.1,3.4,Placed,14.73
311,24,Male,9.4,IT,Tier 2,1,1,3,74.92279583301553,43.492956154502025,75.78634883191032,85.90699588361942,1,1,781,63.8741334135589,58.16523381372511,1,75.77007591603044,41.072971430998514,No,6.9,4.4,Not Placed,0.0
312,19,Female,7.4,CSE,Tier 2,2,7,2,55.730428218436046,82.72781380384208,56.085233764042414,87.32324853175693,1,5,717,48.23144868197805,89.14772341107701,1,37.913714837681454,83.62542597646281,Yes,5.4,5.4,Not Placed,0.0
313,18,Female,8.75,IT,Tier 2,0,1,0,89.66555370218657,96.57391511176802,59.59897699290399,65.88574587986695,3,4,992,52.43011570863613,88.70751773138514,0,74.65304881729453,69.48870697640166,Yes,4.9,4.5,Placed,15.03
314,20,Male,7.85,IT,Tier 2,2,4,4,62.53180226233909,54.99321745538878,31.30632789560582,85.41633544992001,2,1,859,71.28707175042798,90.9261801129932,0,56.06156476091878,52.65832779119742,Yes,5.1,5.4,Placed,12.7
315,21,Female,8.14,Mechanical,Tier 3,3,4,1,71.89250395686817,62.27908143528182,86.38897214891352,70.19258766057168,0,2,178,75.1024111981759,80.95426619458492,0,48.451676500385226,59.69230373679022,No,8.8,1.8,Placed,14.27
316,18,Female,6.88,CSE,Tier 1,0,4,3,64.94084010022736,57.17025002189817,68.17728990709556,78.31060354376838,1,3,789,74.37252804728885,82.4721201231853,1,54.83720815395935,72.95395196623997,Yes,6.3,3.2,Not Placed,0.0
317,18,Male,7.46,IT,Tier 2,1,2,1,66.73407890265412,69.64939123044933,82.14609819525663,71.17422039636021,1,3,278,58.72948115224752,84.58740111775033,0,67.64764291981317,35.660654114668006,No,5.0,4.3,Not Placed,0.0
318,19,Female,7.58,CSE,Tier 2,4,5,0,55.922463528484606,28.21342964078568,66.18475245721233,59.00565095695404,0,1,869,74.80488311671687,100.0,0,23.89229233662971,93.26730728302032,No,4.9,3.1,Placed,12.86
319,24,Female,6.95,CSE,Tier 2,1,1,1,84.23192878270062,43.2659179877692,64.52668674440005,69.34503283923254,1,6,957,76.55500847831819,86.86852206639679,0,22.810607365907515,47.16043093267933,Yes,8.0,2.8,Not Placed,0.0
320,24,Female,7.61,CSE,Tier 2,1,3,2,42.68794175402296,41.54217315512865,88.50488591593881,52.96689877415138,0,0,407,52.86365221692017,78.07472711979419,0,20.82646675008296,30.875300364889053,No,3.3,2.8,Placed,10.23
321,23,Male,7.81,EEE,Tier 2,3,3,1,84.59642624362432,83.23530172466403,20.0,90.88182490611602,0,6,954,63.97432244868408,81.87354550106265,0,51.72252790566913,70.43940268592898,No,7.4,4.1,Placed,13.48
322,19,Male,8.09,ECE,Tier 2,1,2,0,57.74867011657089,37.45987184503565,56.10140796210156,76.5941612380667,1,3,428,50.670263840738585,87.32441805841945,0,67.77527334210873,59.689234019604974,No,5.5,4.9,Not Placed,0.0
323,20,Male,6.88,ECE,Tier 3,1,4,1,83.69088926192863,66.5049064717617,75.9955870662276,64.0739384164737,1,3,498,79.43030691260981,78.19829721489458,0,77.18892816801636,68.38139842704939,Yes,9.7,1.8,Placed,13.73
324,24,Male,7.52,CSE,Tier 3,2,4,2,80.75728973237543,96.29753304571486,76.5151138840816,51.91622595557005,1,6,517,76.82689021874934,86.36818562056524,0,57.91809418476728,97.99117570994582,No,6.4,5.4,Placed,13.9
325,21,Female,8.86,EEE,Tier 1,0,2,3,69.97269879722471,62.37172330623057,79.87578325535114,68.01737578768376,0,8,674,52.00352507604075,76.50988057704873,0,73.99798081803121,46.70050648980973,No,6.0,2.5,Placed,15.14
326,19,Female,7.81,IT,Tier 3,1,3,3,79.47262827082042,36.25714701879983,41.15909703545481,80.35904871832102,1,4,469,60.52680437264545,77.75973643493106,0,65.73855791469302,41.03808675511004,No,8.0,4.9,Placed,12.74
327,18,Male,7.83,IT,Tier 1,3,3,3,61.1344314953552,80.00850831691872,82.64430326375066,50.90730824412646,1,3,869,46.80862284242723,65.56845578457319,3,99.8879203519952,44.33736697442048,No,8.1,4.1,Not Placed,0.0
328,21,Male,8.89,Civil,Tier 1,0,4,1,51.68556662340767,48.3227378162058,91.15858017516726,71.23380788937429,3,4,742,70.05107433021581,83.95345064226996,0,44.96211524290671,36.49815697463381,Yes,5.5,2.8,Not Placed,0.0
329,21,Male,7.35,ECE,Tier 1,2,3,2,58.95073846708587,70.94426099177461,85.56857708555958,78.76188701856597,1,5,239,77.79582571242,68.59569256929156,0,75.28579426803428,83.58355910671112,Yes,4.5,3.5,Placed,11.7
330,18,Male,7.65,Mechanical,Tier 3,3,3,4,60.64795867615069,62.49875226883829,72.08346117626223,54.460058115378914,0,7,148,70.23906614336383,74.3923956042744,0,12.49138628044154,51.158834718005615,No,6.8,2.3,Placed,12.17
331,19,Male,7.25,ECE,Tier 2,3,4,1,74.0376343070988,79.68304155446691,52.78301733972866,78.60310871743474,0,6,582,72.76466285359258,100.0,1,50.924560482890826,64.32561254726832,Yes,6.5,4.5,Placed,13.8
332,18,Male,6.57,ECE,Tier 2,1,0,5,77.73600287255626,41.96968539185275,63.18549560240354,47.43019614848136,1,4,811,73.53932026506364,84.54880095597447,0,61.26845010898297,43.976092812712665,Yes,8.0,2.2,Not Placed,0.0
333,23,Male,8.09,Civil,Tier 3,1,5,1,55.945144289500256,61.56421665271369,59.28503951887726,54.038475276400064,0,7,324,51.08579622018961,94.54049507711495,1,7.459439380963637,47.17515916511051,No,7.5,4.6,Not Placed,0.0
334,21,Female,7.43,Civil,Tier 3,0,3,4,100.0,55.96106116096501,44.092706410775946,90.38925139120984,0,5,335,73.16556893610847,66.97366964181326,0,57.304273365659775,84.4977778570678,No,3.6,6.2,Placed,13.16
335,22,Male,6.4,IT,Tier 2,5,3,1,81.08043919706574,76.08779289139663,52.117545188183406,65.99261588893124,2,3,227,77.97454516140122,100.0,0,65.88078616215836,60.3800087588677,No,8.3,1.6,Placed,14.93
336,22,Male,8.15,ECE,Tier 2,1,4,1,82.92667466581882,66.39551183374347,72.97465283138777,43.98351498780198,0,5,663,75.73241085286006,85.48810114585747,1,75.99713658986573,60.089016397748914,No,4.9,4.7,Placed,12.97
337,20,Male,6.62,Mechanical,Tier 2,1,5,5,74.22278998571745,91.31891079235436,53.08119351152125,85.8211426106727,1,2,402,58.87418044744066,78.19184661155307,1,50.18460847946838,70.91194137378865,Yes,7.4,4.6,Not Placed,0.0
338,24,Male,8.4,ECE,Tier 2,3,1,1,93.85423260543688,88.83761083925805,82.3871041310631,56.98081309328936,0,4,820,56.73148077782689,78.54773045736489,0,99.11104965938053,28.505118732276465,Yes,7.3,1.7,Placed,14.84
339,18,Female,7.86,IT,Tier 3,2,4,1,42.04692178026055,71.45594498579632,37.78485280967275,71.91026464296448,2,2,337,66.77233912887236,79.55455346066694,0,90.70407108542074,44.48228517992752,Yes,4.7,3.7,Placed,12.56
340,18,Male,7.88,ECE,Tier 3,0,3,2,100.0,49.60161967905133,79.72945491225445,49.97176206570738,2,4,188,83.11205489268589,88.83307911396808,1,77.69111672449623,39.42969035782784,Yes,6.7,0.8,Not Placed,0.0
341,20,Female,7.21,IT,Tier 3,2,4,0,59.48871447581271,77.10045770651563,75.0825587051996,58.86618769420971,2,5,943,65.17451621858136,96.03768551985264,1,66.56353389617598,60.876774961337226,Yes,8.9,2.6,Placed,13.89
342,20,Male,8.07,Mechanical,Tier 3,1,0,0,98.27978687676988,81.13127384261952,87.88460179259243,63.36043838394841,0,2,876,56.65633628454769,73.39188055326886,0,93.29514784871154,67.73616028012015,No,6.2,5.2,Not Placed,0.0
343,20,Male,6.92,IT,Tier 2,3,2,4,38.17318833043477,84.66782130106206,84.85823959245944,61.58268233119144,0,9,857,60.18850484204684,100.0,0,51.72075368646188,35.24648143218456,Yes,5.7,1.6,Placed,13.97
344,21,Male,7.27,IT,Tier 2,0,6,2,64.50108417327804,60.11332454753492,44.85512623357404,86.0334160354285,1,4,619,81.60967032580962,86.17169441858475,0,71.37317827878468,59.84962834347997,No,7.6,1.3,Not Placed,0.0
